교육청,소재구,학교명,홈페이지 주소,설립,우편번호,주소,전화번호,1학년 학급수,2학년 학급수,3학년 학급수,4학년 학급수,5학년 학급수,6학년 학급수,복식 학급수,특수 학급수,1학년 학생수 계,1학년 여학생 수,2학년 학생수 계,2학년 여학생 수,3학년 학생수 계,3학년 여학생 수,4학년 학생수 계,4학년 여학생 수,5학년 학생수 계,5학년 여학생 수,6학년 학생수 계,6학년 여학생 수,복식 학급 학생수 계,복식 학급 여학생수,특수 학급 학생수 계,특수 학급 여학생수,학급당 평균 학생수,교원수 계,여교원수 계,정규 교원수 계,정규 여교원수,기간제 교원수 계,기간제 여교원수,직원수,여직원수,보통 교실 수,비고
강남,서초구,서울우암초등학교,www.wooam.es.kr,공립,137-900,서울특별시 서초구 바우뫼로7길 38 (우면동우암초등학교),02-529-3256,3,3,3,2,3,3,0,1,55,28,62,29,55,27,46,28,58,28,48,26,0,0,7,4,18.4,30,28,30,28,0,0,4,3,20,
강남,서초구,서울원명초등학교,http://www.wonmyong.es.kr,공립,137-882,서울특별시 서초구 고무래로 90-6 (서초동원명초등학교),02-593-4492,7,7,6,7,7,7,0,0,235,111,250,122,239,106,288,149,271,124,242,113,0,0,0,0,37.2,66,61,63,58,3,3,6,4,42,
강남,서초구,서울원촌초등학교,http://www.wonchon.es.kr,공립,137-801,서울특별시 서초구 사평대로45길 26 (반포동서울원촌초등학교),02-536-0816,7,6,5,6,6,6,0,2,247,115,224,88,157,71,214,98,183,105,201,101,0,0,10,4,32.5,59,54,56,52,3,2,6,4,38,
강남,서초구,서울이수초등학교,www.seoulisu.es.kr,공립,137-819,서울특별시 서초구 방배천로4길 23 서울이수초등학교 (방배동이수초등학교),02-583-4854,5,4,4,4,6,6,0,2,110,47,96,48,105,48,104,56,125,64,126,65,0,0,9,5,21.8,53,48,51,47,2,1,5,2,29,
강남,강남구,서울일원초등학교,www.ilwon.es.kr,공립,135-946,서울특별시 강남구 영동대로4길 20 (일원동일원초등학교),02-445-8815,6,5,5,6,6,6,0,0,170,69,116,56,122,61,149,62,155,74,140,61,0,0,0,0,25.1,56,52,54,50,2,2,5,3,34,
강남,서초구,서울잠원초등학교,http://www.jamwon.es.kr,공립,137-800,서울특별시 서초구 신반포로 16길 15-25 (반포동잠원초등학교),02-599-4262,10,10,8,8,10,8,0,0,346,167,313,154,274,124,289,142,323,166,262,127,0,0,0,0,33.5,84,78,80,74,4,4,6,3,54,
강남,강남구,서울청담초등학교,http://www.cheongdam.es.kr,공립,135-959,서울특별시 강남구 압구정로71길 9 (청담동청담초등학교),02-542-3779,5,4,4,5,5,5,0,0,124,54,91,46,86,42,120,56,117,58,131,69,0,0,0,0,23.9,47,44,46,43,1,1,4,3,37,
강남,강남구,서울포이초등학교,http://www.poi.es.kr,공립,135-961,서울특별시 강남구 개포로22길 87  서울포이초등학교 (개포동포이초등학교),02-571-3976,4,4,4,4,5,4,0,1,101,49,100,51,83,34,99,52,108,50,102,44,0,0,6,0,23,51,47,49,45,2,2,7,4,30,
강남,강남구,서울학동초등학교,http://www.hakdong.es.kr,공립,135-832,서울특별시 강남구 선릉로115길 42 (논현동학동초등학교),02-546-5185,4,5,3,4,5,4,0,0,97,47,100,50,67,33,89,42,115,50,104,45,0,0,0,0,22.9,41,37,41,37,0,0,5,3,25,
강남,서초구,계성초등학교,http://www.gyeseong1882.es.kr,사립,137-800,서울특별시 서초구 신반포로19길 23  계성초등학교 (반포동계성초등학교),02-590-5500,4,4,4,4,4,4,0,0,124,62,120,60,120,64,120,63,120,60,120,62,0,0,0,0,30.2,27,8,27,8,0,0,12,7,24,
동작관악,동작구,서울강남초등학교,http://www.kangnam-se.es.kr,공립,156-881,서울특별시 동작구 강남초등길 15 (상도1동강남초등학교),02-824-4471,8,6,5,7,8,9,0,2,196,84,153,84,135,58,173,90,184,86,225,91,0,0,12,4,24,76,67,75,66,1,1,6,3,45,
동작관악,관악구,서울관악초등학교,http://www.seoul-kwanak.es.kr,공립,151-842,서울 관악구 청룡4길 49  관악초등학교 (봉천동관악초등학교),02-874-3832,5,5,5,5,6,5,0,2,124,61,125,56,111,54,121,61,139,59,126,53,0,0,13,3,23,54,48,53,47,1,1,5,1,38,
동작관악,관악구,서울구암초등학교,http://seoulguam.es.kr,공립,151-825,서울특별시 관악구 구암길 1  서울구암초등학교,02-871-6041,11,9,9,9,10,10,0,2,361,190,316,146,298,153,316,168,320,143,297,148,0,0,7,1,31.9,93,84,91,83,2,1,6,1,61,
동작관악,관악구,서울난곡초등학교,http://nangok.es.kr/,공립,151-881,서울 관악구 난곡로35길 102 (신림동난곡초등학교),02-855-2131,4,4,3,3,4,4,0,2,88,41,88,43,78,42,82,41,88,44,97,50,0,0,5,0,21.9,37,32,36,31,1,1,6,4,27,
동작관악,관악구,서울난우초등학교,http://www.nanwoo.es.kr,공립,151-888,서울특별시 관악구 난우길 40 (신림동난우초등학교),070-7874-1206,6,5,7,7,9,7,0,2,160,74,135,69,164,86,180,87,217,110,184,90,0,0,13,5,24.5,64,54,64,54,0,0,5,2,43,
동작관악,관악구,서울난향초등학교,http://www.nanhyang.es.kr,공립,151-885,서울특별시 관악구 난향길 9 (신림동난향초등학교),02-839-0291,8,7,7,6,7,6,0,2,221,106,184,78,180,92,166,75,167,78,153,64,0,0,12,5,25.2,63,56,62,55,1,1,5,2,43,
동작관악,관악구,서울남부초등학교,http://seoulnambu.es.kr,공립,151-015,서울특별시 관악구 남부순환로163길 14 (신림동남부초등학교),02-857-5032,5,5,4,5,6,6,0,2,106,53,114,53,99,44,115,53,132,65,142,65,0,0,12,4,21.8,53,41,53,41,0,0,6,4,33,
동작관악,동작구,서울남사초등학교,http://www.namsa.es.kr/,공립,156-824,서울특별시 동작구 동작대로13길 22 (사당동서울남사초등학교),02-522-0333,5,5,5,5,5,6,0,1,119,62,127,55,114,55,127,59,127,57,130,56,0,0,1,0,23.3,49,41,49,41,0,0,4,2,32,
동작관악,동작구,서울남성초등학교,http://www.namsung.es.kr,공립,156-820,서울특별시 동작구 사당로23길 57-14 (사당동남성초등학교),02-595-5471,5,4,4,4,4,4,0,2,121,56,104,56,82,37,97,49,91,38,100,44,0,0,16,7,22.6,46,40,46,40,0,0,4,3,27,
동작관악,동작구,서울노량진초등학교,http://www.noryangjin.es.kr,공립,156-800,서울특별시 동작구 장승배기로 160 (노량진동노량진초등학교),02-815-1274,3,3,3,4,3,4,0,1,85,39,71,29,62,31,82,39,75,45,83,47,0,0,2,0,21.9,34,29,32,27,2,2,5,3,30,
동작관악,관악구,서울당곡초등학교,http://www.danggok.es.kr,공립,151-821,서울특별시 관악구 보라매로2길 23 (보라매동 서울당곡초등학교),02-872-4683,7,6,6,6,7,7,0,2,161,85,132,57,150,82,131,57,161,82,152,74,0,0,12,3,21.9,67,59,67,59,0,0,6,3,41,
동작관악,동작구,서울대림초등학교,http://www.seouldaelim.es.kr,공립,156-810,서울특별시 동작구 대방동1길 22 (대방동서울대림초등학교),02-822-1984,8,8,8,8,8,8,0,0,223,92,225,112,207,92,210,101,210,95,227,115,0,0,0,0,27.1,70,59,70,59,0,0,6,2,50,
동작관악,동작구,서울동작초등학교,http://www.dongjak.es.kr/,공립,156-090,서울특별시 동작구 동작대로29길 214 (사당동),02-537-1773,4,3,4,3,4,3,0,1,99,43,66,23,89,43,78,32,86,42,79,34,0,0,3,2,22.7,40,36,40,36,0,0,6,4,22,
동작관악,동작구,서울문창초등학교,http://www.munchang.es.kr,공립,156-853,서울특별시 동작구 신대방 2길 14,02-836-2031,5,5,5,5,5,6,0,2,119,49,105,46,106,56,120,58,122,57,135,63,0,0,13,5,21.8,48,37,48,37,0,0,5,3,37,
동작관악,관악구,서울미성초등학교,http://www.misung.es.kr,공립,151-857,서울특별시 관악구 문성로 79 (신림동미성초등학교),02-839-8302,6,6,5,5,5,6,0,2,158,74,133,64,113,53,138,62,124,64,142,73,0,0,9,3,23.3,50,46,49,45,1,1,5,3,39,
동작관악,동작구,서울보라매초등학교,www.boramae.es.kr,공립,156-850,서울특별시 동작구 여의대방로16길 30 (신대방동서울보라매초등학교),02-836-3001,9,8,8,8,9,9,0,1,323,151,299,160,279,136,292,151,314,136,304,159,0,0,3,2,34.9,82,72,82,72,0,0,7,3,53,
동작관악,동작구,서울본동초등학교,http://bondong.es.kr,공립,156-060,서울 동작구 노량진로26길 16-40 (본동서울본동초등학교),02-815-1044,2,2,2,2,2,2,0,1,30,12,27,13,31,14,33,19,28,16,33,15,0,0,4,0,14.3,25,21,24,20,1,1,6,5,12,
동작관악,관악구,서울봉천초등학교,http://www.bongcheon.es.kr,공립,151-809,서울특별시 관악구 행운1라길 17 서울봉천초등학교 (봉천동봉천초등학교),02-887-1223,6,6,5,6,6,5,0,2,159,75,128,60,128,66,144,76,136,67,125,63,0,0,10,3,23.1,56,46,55,45,1,1,5,3,36,
동작관악,관악구,서울봉현초등학교,www.bonghyun.es.kr,공립,151-050,서울특별시 관악구 성현로 117 (봉천동서울봉현초등학교),02-885-1985,8,7,7,8,8,7,0,0,221,108,184,93,190,86,207,93,221,95,200,93,0,0,0,0,27.2,69,62,69,62,0,0,6,4,45,
동작관악,관악구,서울사당초등학교,http://sadang.es.kr,공립,151-802,서울특별시 관악구 남현4길 51  서울사당초등학교 (남현동사당초등학교),02-522-4180,7,5,5,6,5,6,0,2,148,76,119,64,126,52,132,62,114,63,145,61,0,0,11,5,22.1,63,53,60,50,3,3,5,4,36,
동작관악,관악구,서울삼성초등학교,http://www.서울삼성초등.kr,공립,151-015,서울특별시 관악구 대학7길 52 (신림동삼성초등학교),02-877-9144,3,3,4,3,3,3,0,1,76,39,69,30,81,39,53,22,68,31,70,29,0,0,1,0,20.9,40,36,38,35,2,1,7,5,26,
동작관악,동작구,서울삼일초등학교,http://www.samil.es.kr/,공립,156-815,서울특별시 동작구 사당로23나길 27 (사당동서울삼일초등학교),02-3477-9473,6,6,6,6,6,6,0,0,204,89,165,80,185,96,169,81,151,73,135,70,0,0,0,0,28,57,49,57,49,0,0,5,3,36,
동작관악,동작구,서울상도초등학교,http://www.seoulsangdo.es.kr,공립,156-840,서울특별시 동작구 성대로21길 62 (상도4동 238-2),02-823-2168,8,8,7,7,7,8,0,2,193,88,191,83,183,76,167,70,186,88,188,93,0,0,9,3,23.8,72,63,71,62,1,1,5,3,47,
동작관악,동작구,서울상현초등학교,http://www.ssh.es.kr,공립,156-030,서울특별시 동작구 상도로58길 21 (상도동),02-826-9740,8,7,5,3,3,3,0,1,209,97,212,100,164,68,116,61,98,45,70,36,0,0,7,4,29.2,42,37,41,36,1,1,5,2,30,
동작관악,동작구,서울신길초등학교,http://www.singil.es.kr/,공립,156-808,서울 동작구 알마타길 16 (대방동서울신길초등학교),02-815-3741,7,7,6,7,9,8,0,2,197,95,225,109,205,109,191,88,274,138,239,120,0,0,5,1,29,75,67,75,67,0,0,6,3,47,
동작관악,동작구,서울신남성초등학교,http://www.shinnamsung.es.kr,공립,156-818,서울특별시 동작구 사당로 146 (사당동),02-521-6268,5,4,5,5,5,5,0,1,113,57,112,53,111,57,133,70,125,68,118,48,0,0,1,0,23.8,49,42,48,41,1,1,5,3,31,
동작관악,관악구,서울신림초등학교,http://www.sillim.es.kr,공립,151-868,서울특별시 관악구 문성로28길 31 (신림동신림초등학교),02-856-3127,6,6,6,6,6,7,0,2,144,69,143,77,140,68,142,75,139,65,173,88,0,0,8,1,22.8,62,56,61,55,1,1,5,2,39,
동작관악,관악구,서울신봉초등학교,http://sinbong.es.kr,공립,151-823,서울특별시 관악구 양녕로6나길 1 (봉천동신봉초등학교),02-871-9616,3,4,3,4,4,4,0,2,60,31,84,37,67,34,95,49,81,41,85,40,0,0,10,5,20.1,44,40,42,38,2,2,6,4,32,
동작관악,동작구,서울신상도초등학교,http://www.shinsangdo.es.kr,공립,156-837,서울특별시 동작구 장승배기로 14 (상도동서울신상도초등학교),02-823-5461,10,8,7,9,8,7,0,2,252,122,198,86,196,95,213,101,211,105,180,98,0,0,10,5,24.7,79,68,78,67,1,1,6,3,56,
동작관악,관악구,서울신성초등학교,http://www.sss.es.kr/,공립,151-927,서울 관악구 신림로 114  서울신성초등학교 (신림동신성초등학교),02-875-7611,5,4,5,5,5,4,0,2,132,65,112,51,132,62,124,57,122,63,103,53,0,0,4,2,24.3,54,46,54,46,0,0,5,3,33,
동작관악,관악구,서울신우초등학교,http://www.seoulsinwoo.es.kr/,공립,151-863,서울특별시 관악구 호암로 498 (신림동신우초등학교),02-874-9812,4,4,4,4,4,4,0,1,99,48,90,46,90,39,98,41,88,36,101,47,0,0,5,3,22.8,43,34,41,32,2,2,4,2,35,
동작관악,동작구,서울영본초등학교,http://www.yeongbon.es.kr,공립,156-060,서울특별시 동작구 만양로12가길 69 (본동서울영본초등학교),02-815-4371,6,7,6,7,5,6,0,1,187,86,189,100,168,92,208,95,143,67,153,70,0,0,7,2,27.8,59,51,59,51,0,0,6,4,39,
동작관악,동작구,서울영화초등학교,www.youngwha.es.kr,공립,156-807,서울특별시 동작구 등용로8길 3 (대방동영화초등학교),02-824-6051,4,4,5,5,5,6,0,1,93,42,93,51,104,59,102,41,135,65,130,63,0,0,4,2,22,52,49,51,48,1,1,5,3,35,
동작관악,관악구,서울원당초등학교,http://www.wondang.es.kr,공립,151-834,서울특별시 관악구 봉천로 505 (봉천동원당초등학교),02-877-4940,3,3,3,2,2,2,0,2,64,32,56,22,56,29,46,24,35,22,39,18,0,0,8,2,17.9,30,26,29,25,1,1,5,3,17,
동작관악,관악구,서울원신초등학교,http://www.wonshin.es.kr/,공립,151-861,서울특별시 관악구 광신길 177 (신림동원신초등학교),02-888-1813,3,3,3,3,4,4,0,2,66,31,65,35,52,23,70,40,102,54,95,41,0,0,16,3,21.2,42,35,42,35,0,0,4,1,29,
동작관악,동작구,서울은로초등학교,http://eunlo.es.kr,공립,156-862,서울특별시 동작구 서달로 115 (흑석동은로초등학교),02-824-0309,5,4,4,4,4,4,0,2,98,43,96,50,76,44,98,52,98,54,96,45,0,0,12,6,21.3,46,40,46,40,0,0,6,3,33,
동작관악,관악구,서울은천초등학교,http://www.euncheon.es.kr,공립,151-826,서울특별시 관악구 은천로 69 (봉천동은천초등학교),02-883-6321,9,8,8,8,9,8,0,2,234,117,208,98,220,110,207,118,213,102,188,100,0,0,11,2,24.6,74,64,74,64,0,0,5,4,52,
동작관악,관악구,서울인헌초등학교,http://www.inhun.es.kr,공립,151-851,서울특별시 관악구 낙성대로 23 (봉천동인헌초등학교),02-872-8101,9,9,9,8,10,9,0,0,225,111,239,111,241,124,224,107,259,125,224,114,0,0,0,0,26.1,86,74,85,73,1,1,7,4,54,
동작관악,관악구,서울조원초등학교,http://seouljowon.es.kr,공립,151-902,서울특별시 관악구 조원로 67 (신림동조원초등학교),02-869-2235,4,5,5,4,4,4,0,1,93,47,123,61,109,58,102,53,98,44,102,49,0,0,3,0,23.3,41,34,41,34,0,0,5,2,27,
동작관악,관악구,서울청룡초등학교,http://chungryong.es.kr,공립,151-050,서울특별시 관악구 관악로5길 61 (봉천동청룡초등학교),02-871-5850,4,3,4,4,4,4,0,0,109,65,76,36,87,42,103,48,92,39,95,47,0,0,0,0,24.4,39,35,39,35,0,0,5,2,27,
동작관악,동작구,서울행림초등학교,http://www.hrim.es.kr,공립,156-829,서울특별시 동작구 솔밭로 47 (사당동행림초등학교),02-523-1352,3,3,2,3,3,3,0,0,58,21,56,23,48,22,61,33,60,35,60,29,0,0,0,0,20.2,28,23,27,22,1,1,6,3,20,
동작관악,동작구,서울흑석초등학교,http://heukseok.es.kr/,공립,156-877,서울특별시 동작구 현충로 87 (흑석동서울흑석초등학교),02-815-3276,5,5,5,5,5,4,0,1,126,66,116,56,107,50,122,54,115,53,84,37,0,0,7,3,22.6,47,42,45,40,2,2,5,3,29,
동작관악,동작구,중앙대학교사범대학부속초등학교,http://www.caude.es.kr,사립,156-861,서울특별시 동작구 서달로 135 (흑석동중앙대부속초등학교),02-815-0145,5,5,5,5,5,5,0,0,121,61,120,62,160,80,160,81,158,83,160,82,0,0,0,0,29.3,34,20,33,19,1,1,11,3,30,
성동광진,성동구,서울경동초등학교,http://www.kyungdong.es.kr,공립,133-819,서울특별시 성동구 성수일로 34 (성수동1가경동초등학교),02-469-2235,9,7,9,9,8,9,0,2,217,122,167,79,228,118,205,94,192,98,207,105,0,0,10,5,23.1,82,74,79,71,3,3,5,3,53,
성동광진,성동구,서울경수초등학교,http://www.kyeongsu.es.kr,공립,133-826,서울특별시 성동구 뚝섬로13길 22 (성수동2가서울경수초등학교),02-498-5123,4,3,3,3,3,3,0,2,85,43,67,33,65,25,72,40,70,33,70,31,0,0,7,3,20.8,35,27,34,26,1,1,6,3,23,
성동광진,성동구,서울경일초등학교,http://www.kyongil.es.kr.,공립,133-821,서울특별시 성동구 뚝섬로 332 (성수동1가경일초등학교),02-499-5225,4,4,4,4,5,5,0,0,103,57,97,38,81,29,94,41,112,47,123,65,0,0,0,0,23.5,42,37,42,37,0,0,7,5,33,
성동광진,광진구,서울광남초등학교,http://seoulgwangnam.es.kr/,공립,143-815,서울특별시 광진구 아차산로70길 35 (광장동광남초등학교),02-455-3763,8,7,7,9,9,10,0,0,230,120,208,87,219,105,234,114,239,122,282,152,0,0,0,0,28.2,74,62,72,60,2,2,6,2,50,
성동광진,광진구,서울광장초등학교,http://kwangjang.es.kr/,공립,143-811,서울특별시 광진구 광장로1길 27 (광장동서울광장초등학교),02-457-0840,2,3,3,2,3,3,0,2,51,31,52,22,57,26,48,18,64,28,66,25,0,0,7,1,19.2,30,28,30,28,0,0,5,3,20,
성동광진,광진구,서울광진초등학교,http://gwangjin.es.kr,공립,143-818,서울특별시 광진구 자양로40길 41 (구의동광진초등학교),02-458-4693,6,5,6,5,5,6,0,0,141,77,123,67,137,61,115,67,122,51,139,65,0,0,0,0,23.5,51,45,50,44,1,1,5,3,33,
성동광진,광진구,서울구남초등학교,http://www.gunam.es.kr,공립,143-831,서울특별시 광진구 구의강변로 69 (구의동서울구남초등학교),02-453-8921,5,5,5,7,6,6,0,0,132,61,128,71,133,80,160,82,151,76,139,68,0,0,0,0,24.8,56,49,54,48,2,1,4,3,39,
성동광진,광진구,서울구의초등학교,http://www.guui.es.kr,공립,143-926,서울특별시 광진구 광나루로30길 49 서울구의초등학교,02-446-5507,4,5,4,5,5,5,0,2,98,50,110,47,96,54,108,51,123,61,115,51,0,0,3,1,21.8,51,48,51,48,0,0,4,3,36,
성동광진,성동구,서울금북초등학교,http://geumbuk.es.kr/,공립,133-800,서울특별시 성동구 행당로1길 13  서울금북초등학교 (금호동1가금북초등학교),02-2299-5303,6,6,5,7,6,6,0,2,146,70,143,68,103,47,149,64,139,63,153,78,0,0,8,4,22.1,61,55,59,53,2,2,5,3,41,
성동광진,성동구,서울금옥초등학교,http://www.geumok.es.kr,공립,133-809,서울특별시 성동구 독서당로 251 (금호동4가금옥초등학교),02-2297-2267,4,3,3,3,3,3,0,2,81,43,67,29,49,20,62,33,52,20,60,26,0,0,5,5,17.9,33,30,30,27,3,3,6,2,21,
성동광진,성동구,서울금호초등학교,http://www.geumho.es.kr,공립,133-803,서울특별시 성동구 무수막길 69 (금호동2가금호초등학교),02-2237-7495,5,5,5,6,5,7,0,2,138,68,117,64,124,57,129,62,120,70,142,72,0,0,11,5,22.3,59,56,59,56,0,0,8,3,35,
성동광진,성동구,서울동명초등학교,http://www.dgmg.es.kr,공립,133-814,서울특별시 성동구 마장로29길 29 (마장동동명초등학교),02-2299-5122,3,3,4,3,4,5,0,2,70,32,65,25,72,31,76,33,100,44,104,45,0,0,7,2,20.6,45,39,42,37,3,2,5,2,24,
성동광진,광진구,서울동의초등학교,www.dongeui.es.kr/,공립,143-816,서울특별시 광진구 영화사로 111 (구의동서울동의초등학교),02-447-2708,6,6,6,7,6,7,0,1,169,84,139,74,147,76,169,70,156,69,158,71,0,0,6,2,24.2,59,53,59,53,0,0,5,2,42,
성동광진,광진구,서울동자초등학교,http://www.dongja.es.kr,공립,143-861,서울특별시 광진구 뚝섬로 561 (자양동동자초등학교),02-444-1349,10,9,7,9,9,9,0,0,248,130,236,120,187,105,253,131,229,99,216,100,0,0,0,0,25.8,79,71,75,67,4,4,6,4,56,
성동광진,성동구,서울동호초등학교,http://s-dongho.es.kr,공립,133-846,서울특별시 성동구 동호로5길 133 (옥수동동호초등학교),070-4020-6907,4,4,3,4,3,2,0,1,88,44,78,37,65,37,83,36,54,28,37,21,0,0,4,0,19.5,38,35,37,35,1,0,5,1,21,
성동광진,성동구,서울마장초등학교,http://www.majang.es.kr,공립,133-815,서울특별시 성동구 마장로35나길 31  서울마장초등학교 (마장동마장초중학교),02-2292-1834,6,6,6,6,6,6,0,0,156,82,138,69,138,71,136,65,131,72,147,74,0,0,0,0,23.5,54,44,54,44,0,0,5,3,36,
성동광진,성동구,서울무학초등학교,http://www.muhag.es.kr,공립,133-020,서울특별시 성동구 무학봉15길 21 (하왕십리동무학초등학교),02-2290-3204,4,4,4,5,5,5,0,2,103,50,101,46,85,38,129,61,125,64,126,66,0,0,6,1,23.3,47,39,46,38,1,1,5,3,37,
성동광진,성동구,서울사근초등학교,www.sageun.es.kr,공립,133-817,서울특별시 성동구 사근동11길 16 (사근동사근초등학교),02-2293-9690,2,2,2,2,3,2,0,2,52,22,34,18,38,18,39,15,55,33,43,24,0,0,4,1,17.7,29,26,27,24,2,2,6,3,15,
성동광진,성동구,서울성수초등학교,http://www.seongsoo.es.kr,공립,133-832,서울특별시 성동구 아차산로17길 21 (성수동2가성수초등학교),02-466-4504,4,3,4,4,5,4,0,2,83,45,80,41,90,50,101,49,96,45,80,41,0,0,6,3,20.6,44,39,43,38,1,1,4,2,32,
성동광진,광진구,서울성자초등학교,http://www.seongja.es.kr,공립,143-873,서울특별시 광진구 뚝섬로56길 7 (자양동서울성자초등학교),02-452-3671,6,5,4,4,4,5,0,0,146,71,130,68,106,48,104,45,97,47,128,62,0,0,0,0,25.4,48,43,47,43,1,0,6,4,32,
성동광진,성동구,서울송원초등학교,http://ssw.es.kr,공립,133-836,서울특별시 성동구 동일로43길 9 (송정동송원초등학교),02-469-5074,4,3,4,3,3,3,0,0,83,35,56,28,80,30,73,41,73,30,77,38,0,0,0,0,22.1,38,35,37,34,1,1,4,2,24,
성동광진,광진구,서울신양초등학교,http://www.sinyang.es.kr,공립,143-861,서울특별시 광진구 능동로 42 (자양동서울신양초등학교),02-2201-8082,6,5,4,5,5,4,0,2,136,66,136,66,89,44,110,64,121,62,99,57,0,0,7,5,22.5,51,46,50,45,1,1,5,2,41,
성동광진,광진구,서울신자초등학교,http://sinja.es.kr/,공립,143-865,서울 광진구 뚝섬로46길 64 (자양동서울신자초등학교),02-450-5600,3,4,3,5,4,4,0,2,63,30,89,46,66,36,105,50,90,40,88,42,0,0,8,4,20.4,43,38,41,36,2,2,5,2,28,
성동광진,광진구,서울양남초등학교,http://yangnam.e-wut.co.kr/,공립,143-875,서울특별시 광진구 뚝섬로64길 71 (자양동서울양남초등학교),02-452-8110,2,2,2,1,2,2,0,1,37,18,42,19,32,15,15,3,41,16,36,16,0,0,6,2,17.4,21,20,21,20,0,0,4,1,14,
성동광진,광진구,서울양진초등학교,www.yjs.es.kr,공립,143-812,서울특별시 광진구 워커힐로 32  서울양진초등학교 (광장동양진초중학교),02-454-9071,9,8,8,8,10,10,0,0,279,147,236,125,245,109,249,126,276,130,273,138,0,0,0,0,29.4,80,72,80,72,0,0,8,4,53,
성동광진,성동구,서울옥수초등학교,http://www.oksu.es.kr,공립,133-808,서울특별시 성동구 금호로1길 24 (금호동4가옥수초등학교),02-2297-8623,4,3,3,3,3,4,0,2,92,51,63,28,63,33,52,23,58,31,80,45,0,0,5,1,18.8,36,32,35,32,1,0,5,3,23,
성동광진,성동구,서울옥정초등학교,http://www.okjeong.es.kr,공립,133-839,서울특별시 성동구 한림말길 43 (옥수동옥정초등학교),02-2297-0148,7,6,5,6,6,5,0,2,173,86,151,76,113,50,133,60,133,75,107,55,0,0,8,3,22.1,57,53,55,51,2,2,7,4,44,
성동광진,광진구,서울용곡초등학교,yonggok.es.kr,공립,143-907,서울특별시 광진구 용마산로22길 82 (중곡동서울용곡초등학교),02-457-7225,5,4,4,5,6,5,0,1,107,47,90,46,103,54,116,46,142,72,111,47,0,0,6,4,22.5,47,39,47,39,0,0,5,2,37,
성동광진,성동구,서울용답초등학교,http://www.yd.es.kr,공립,133-847,서울특별시 성동구 용답25길 1 (용답동용답초등학교),02-2245-2717,3,3,3,4,4,5,0,2,72,36,74,41,64,36,86,38,96,53,106,55,0,0,4,1,20.9,43,36,40,33,3,3,5,4,32,
성동광진,광진구,서울용마초등학교,http://www.ymc.es.kr,공립,143-891,서울특별시 광진구 천호대로113길 10 (중곡동서울용마초등학교),02-3436-4012,9,9,7,8,9,8,0,2,230,101,228,119,170,84,206,108,218,109,200,95,0,0,9,3,24.3,85,79,85,79,0,0,6,3,52,
성동광진,성동구,서울응봉초등학교,www.eb.es.kr/,공립,133-852,서울특별시 성동구 독서당로62길 28 (응봉동응봉초등학교),02-2281-0816,7,6,6,6,6,7,0,0,181,81,154,60,153,69,147,75,164,90,164,90,0,0,0,0,25.3,65,59,65,59,0,0,5,3,38,
성동광진,광진구,서울자양초등학교,http://www.chayang.es.kr,공립,143-852,서울특별시 광진구 아차산로44길 26 (자양동서울자양초등학교),02-457-1468,4,4,4,4,4,5,0,1,87,35,105,51,86,44,85,43,91,37,115,52,0,0,2,1,22,48,42,48,42,0,0,5,3,28,
성동광진,광진구,서울장안초등학교,http://www.jangan.es.kr,공립,143-840,서울특별시 광진구 군자로 74 (군자동서울장안초등학교),02-469-5264,5,4,4,4,4,5,0,1,119,59,100,49,86,40,101,59,89,44,108,56,0,0,5,3,22.5,48,43,47,42,1,1,4,1,29,
성동광진,광진구,서울중광초등학교,www.jkschool.net,공립,143-900,서울특별시 광진구 긴고랑로13길 59 (중곡동중광초등학교),02-469-3340,3,2,3,3,3,2,0,1,57,26,43,19,49,24,61,29,61,29,36,15,0,0,2,1,18.2,28,25,27,24,1,1,4,2,18,
성동광진,광진구,서울중마초등학교,http://www.jungma.es.kr,공립,143-901,서울특별시 광진구 동일로72길 43 (중곡동서울중마초등학교),02-466-1007,5,4,4,5,4,5,0,1,124,64,91,44,91,45,116,55,102,44,120,60,0,0,3,0,23.1,43,40,43,40,0,0,4,3,28,
성동광진,성동구,서울행당초등학교,http://hd.es.kr,공립,133-869,서울특별시 성동구 고산자로8길 6 (행당동행당초등학교),02-2292-9434,6,6,5,6,5,5,0,2,150,79,135,55,125,70,151,76,112,67,119,60,0,0,8,0,22.9,56,48,55,48,1,0,5,2,33,
성동광진,성동구,서울행현초등학교,http://www.haenghyun.es.kr,공립,133-868,서울특별시 성동구 행당로 95 (행당동행현초등학교),02-2294-7614,7,7,6,6,5,5,0,0,203,107,211,125,183,94,174,101,158,87,119,70,0,0,0,0,29.1,53,49,53,49,0,0,5,3,36,
성동광진,광진구,서울화양초등학교,shy.es.kr,공립,143-914,서울특별시 광진구 군자로 9 (화양동서울화양초등학교),02-461-1866,2,2,2,2,2,2,0,0,32,20,32,21,21,12,35,15,32,24,29,10,0,0,0,0,15.1,21,18,21,18,0,0,5,2,12,
성동광진,광진구,경복초등학교,http://kbes.kr,사립,143-847,서울특별시 광진구 천호대로130길 58 (능동경복초등학교) 경복초등학교,02-2204-1200,5,5,5,5,5,5,0,0,141,70,140,72,140,72,140,63,120,62,124,73,0,0,0,0,26.8,35,19,34,18,1,1,11,3,30,
